id,sourceUrl,sourceName,title,summary,extendedIngredients,servings,readyInMinutes,instructions,image
647043,http://www.foodista.com/recipe/T5DDYH8M/homemade-muesli,Foodista,Homemade Muesli Breakfast Cereal,"Homemade Muesli Breakfast Cereal could be just the  dairy free and lacto ovo vegetarian  recipe you've been looking for. This recipe makes 2 servings with  279 calories ,  6g of protein , and  19g of fat  each. For  76 cents per serving , this recipe  covers 15%  of your daily requirements of vitamins and minerals. 2 people found this recipe to be tasty and satisfying. This recipe from Foodista requires wheat bran, wheat germ, cashews, and olive oil. It works best as a breakfast, and is done in about  1 hour and 30 minutes . Overall, this recipe earns a  pretty good spoonacular score of 79% . If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/homemade-muesli-breakfast-cereal-1405575"">Homemade Muesli Breakfast Cereal</a>, <a href=""https://spoonacular.com/recipes/muesli-breakfast-cereal-123088"">Muesli Breakfast Cereal</a>, and <a href=""https://spoonacular.com/recipes/homemade-muesli-a-healthy-breakfast-recipe-56854"">Homemade Muesli A Healthy Breakfast Recipe</a>.","1 handful Apple Chunks, 1/4 cup Corn Flakes/Bran Flakes, 1/4 cup Corn Flakes/Bran Flakes, 1 handful Cashews, Almonds and/or Walnuts, 1 handful Craisins, Raisins, Apricots, Figs, 1 tablespoon Honey, 1 tablespoon Olive oil, 1/4 cup Uncooked quick rolled Oats, 1 teaspoon Sesame seeds, 1 tablespoon Wheat Bran, 1 tablespoon Wheat Germ",2,90,"<ol><li>Preheat the oven to 250 degrees F.</li><li>Mix the olive oil and honey in a bowl and warm slightly</li><li>In a oven-proof dish, mix all the other ingredients and pour in the warmed oil-honey mixture.</li><li>Give it a brisk stir and pop into the oven for 30 minutes, stirring now and then.</li><li>Remove from the oven and cool for an hour.</li></ol>",https://spoonacular.com/recipeImages/647043-556x370.jpg
665550,http://www.foodista.com/recipe/7RX6GPFB/grilled-leg-of-lamb-with-yogurt,Foodista,Yogurt Marinated Lamb Skewers,"Yogurt Marinated Lamb Skewers could be just the  gluten free  recipe you've been looking for. One portion of this dish contains approximately  50g of protein ,  18g of fat , and a total of  385 calories . For  $4.43 per serving , this recipe  covers 30%  of your daily requirements of vitamins and minerals. This recipe serves 12. This recipe is liked by 10 foodies and cooks. A mixture of veg oil, cumin, yogurt, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It works well as a main course. From preparation to the plate, this recipe takes approximately  45 minutes . It is brought to you by Foodista. All things considered, we decided this recipe  deserves a spoonacular score of 84% . This score is excellent. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/yogurt-and-mint-marinated-lamb-skewers-1189831"">Yogurt- and Mint-Marinated Lamb Skewers</a>, <a href=""https://spoonacular.com/recipes/yogurt-and-mint-marinated-lamb-skewers-606500"">Yogurt- and Mint-Marinated Lamb Skewers</a>, and <a href=""https://spoonacular.com/recipes/yogurt-marinated-chicken-skewers-with-toum-garlic-sauce-1302303"">Yogurt Marinated Chicken Skewers With Toum Garlic Sauce</a>.","5 tablespoons Veg oil, 1/4 cup Cumin, 10 pounds Leg of lamb, 1/2 teaspoon Nutmeg, 2 tablespoons Paprika, Plain yogurt 80g (I used my homemade yogurt), salt 1/4 tsp., 1 tablespoon Tumeric",12,45,"<ol><li>Bone the lamb and cut into 1"" cubes. Combine all ingredients in a large bowl, mix, cover and refrigerate overnight. Skewer cubes and grill over charcoal about 7 min. per side.</li></ol>",https://spoonacular.com/recipeImages/665550-556x370.jpg
633244,http://www.foodista.com/recipe/HGBYCKWL/baby-spinach-with-fettuccini-apricots-walnuts,Foodista,"Baby Spinach With Fettuccini, Apricots & Walnuts","Baby Spinach With Fettuccini, Apricots & Walnuts is a main course that serves 7. For  $3.34 per serving , this recipe  covers 43%  of your daily requirements of vitamins and minerals. One serving contains  538 calories ,  27g of protein , and  22g of fat . This recipe is liked by 1 foodies and cooks. Head to the store and pick up apricot preserve, fettuccini, walnuts -chopped, and a few other things to make it today. It is brought to you by Foodista. From preparation to the plate, this recipe takes around  45 minutes . Taking all factors into account, this recipe  earns a spoonacular score of 86% , which is tremendous. Try <a href=""https://spoonacular.com/recipes/quinoa-salad-with-dried-apricots-baby-spinach-1326263"">Quinoa Salad with Dried Apricots & Baby Spinach</a>, <a href=""https://spoonacular.com/recipes/quinoa-salad-with-dried-apricots-baby-spinach-695708"">Quinoa Salad with Dried Apricots & Baby Spinach</a>, and <a href=""https://spoonacular.com/recipes/quinoa-salad-with-dried-apricots-baby-spinach-936743"">Quinoa Salad with Dried Apricots & Baby Spinach</a> for similar recipes.","1 tablespoon Apricot Preserve, 2 bunches of Baby Spinach – cut hard stems off, 1 quart of Button Mushrooms, 1 quart of Button Mushrooms, 1/2 teaspoon ground chili paste, 1/2 cup dried Apricots -sliced, 1 box of Fettuccini, 5 cloves garlic – crushed & chopped, 3/4 cup cup olive oil+ ¼ olive oil, Romano Cheese for garnish, 1/2 cup walnuts –chopped, 4 cups water",7,45,"<ol><li>In a large heated frying pan combine olive oil and garlic and let the garlic saut on a low flame, until it gets a little golden on the edges.</li><li>Add the mushrooms to the garlic and oil and let them saut on a low flame, until they are golden.</li><li>Add the spinach to the mushrooms, garlic and oil and cook the spinach down.  Do Not!  Overcook the spinach.</li><li>Add the Apricots and the nuts to the spinach, toss and remove from the heat.</li><li>Prepare the Fettuccini as directed on the box and add to the spinach.</li><li>Prepare the dressing to drizzle over the completed dish and toss.</li></ol>",https://spoonacular.com/recipeImages/633244-556x370.jpg
658232,http://www.foodista.com/recipe/WKQ8NY72/ribollita-inspired-bean-stew,Foodista,Ribollita Inspired Bean Stew,"The recipe Ribollitan Inspired Bean Stew can be made  in approximately 45 minutes . For  $2.81 per serving , this recipe  covers 42%  of your daily requirements of vitamins and minerals. This main course has  510 calories ,  27g of protein , and  22g of fat  per serving. This recipe serves 4. 1 person found this recipe to be scrumptious and satisfying. It is brought to you by Foodista. It is a good option if you're following a  gluten free  diet. If you have tomatoes, olive oil, garlic cloves, and a few other ingredients on hand, you can make it. It can be enjoyed any time, but it is especially good for  Autumn . All things considered, we decided this recipe  deserves a spoonacular score of 78% . This score is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/ribollita-tuscan-vegetable-stew-624938"">Ribollita (Tuscan Vegetable Stew)</a>, <a href=""https://spoonacular.com/recipes/three-bean-ribollita-93728"">Three Bean Ribollita</a>, and <a href=""https://spoonacular.com/recipes/tuscan-soup-1155949"">Tuscan Soup</a>.","2 ounces (100g) chopped or cubed bacon, 2 carrots, chopped, 4 cups chicken stock, 1 teaspoon mixed dried herbs, 3 garlic cloves, minced, 2 Tbs olive oil, ½ onion, chopped, 4 tablespoons grated Parmesan cheese, Salt and pepper, 300 grams fresh spinach leaves, 2 tablespoons tomato paste, 4 mediums ripe tomatoes, chopped, 1 cup dried white beans",4,45,"<ol><li>Soak white beans in water overnight, or for at least 4 hours. After soaking, boil them in slightly salted water for about 30 minutes. Make sure not to overcook them. They should remain a bit of a bite.  Set aside.</li><li>In a deep pan, heat the olive oil over medium heat. Add onion and garlic  and fry until onion is golden. Add the chopped tomatoes, tomato paste, salt and pepper. Bring to boil. Let simmer for about 20 minutes. Set aside.</li><li>In a big soup pan, fry the bacon cubes over medium heat. Once they start releasing the fat, stir in onions, garlic, and carrots. Fry for about 5 minutes or until onion is golden and bacon becomes crisp. Add the tomato mixture and stir while bringing to a boil. Now add beans, spinach and cheese. Season with salt, pepper and herbs. Bring to boil again, then let simmer for about 30 minutes.</li><li>Serve with Ciabatta bread.</li></ol>",https://spoonacular.com/recipeImages/658232-556x370.jpg
659056,http://www.foodista.com/recipe/QMRHYRGG/salmon-butternut-squash-corn-chowder,Foodista,Salmon Butternut Squash Corn Chowder,"Salmon Butternut Squash Corn Chowder might be just the main course you are searching for. This gluten free and pescatarian recipe serves 4 and costs  $3.12 per serving . One portion of this dish contains roughly  22g of protein ,  12g of fat , and a total of  326 calories . 2 people were impressed by this recipe. If you have butternut squash, onion, water, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes approximately  45 minutes . It is brought to you by Foodista. Overall, this recipe earns an  amazing spoonacular score of 86% . Try <a href=""https://spoonacular.com/recipes/salmon-butternut-squash-corn-chowder-1288581"">Salmon Butternut Squash Corn Chowder</a>, <a href=""https://spoonacular.com/recipes/corn-and-butternut-squash-chowder-105432"">Corn and Butternut Squash Chowder</a>, and <a href=""https://spoonacular.com/recipes/curried-coconut-turkey-chowder-with-corn-and-butternut-squash-12560"">Curried Coconut Turkey Chowder With Corn And Butternut Squash</a> for similar recipes.","1 butternut squash, peeled and cut up into squares, 1 large carrot, cut up, 3 ears of corn, 1 bunch of fresh dill, 1/4 cup of heavy cream, 2 tablespoons finely diced red onion, 12 ounces of salmon, chopped with a sharp knife, salt and pepper, 3 sprigs of scallions, cut up, 1/4 cup water",4,45,"<ol><li>Pour water into a medium-size soup pot and start boiling on a low flame. Chop up the onions, butternut squash, carrots, corn, along with the scallions and dill and add them to the pot. Cover and let cook on a low flame for 30 minutes. Taste and add salt and pepper. Cut up the salmon and add it to the soup, along with the cream. Let cook for another 20 minutes, taste again and enjoy!</li></ol>",https://spoonacular.com/recipeImages/659056-556x370.jpg
1095740,https://www.foodista.com/recipe/5Z6TP5GW/golden-beet-panzanella,Foodista,Golden Beet Panzanella,"Golden Beet Panzanella might be just the side dish you are searching for. This recipe serves 4. For  $5.36 per serving , this recipe  covers 30%  of your daily requirements of vitamins and minerals. Watching your figure? This dairy free and lacto ovo vegetarian recipe has  442 calories ,  12g of protein , and  24g of fat  per serving. This recipe from Foodista has 1 fans. From preparation to the plate, this recipe takes roughly  1 hour and 10 minutes . If you have golden beets, parsley, salt and pepper, and a few other ingredients on hand, you can make it. This recipe is typical of Mediterranean cuisine. With a spoonacular  score of 86% , this dish is great. <a href=""https://spoonacular.com/recipes/golden-beet-beet-greens-pasta-with-ricotta-and-feta-cheese-521860"">Golden Beet & Beet Greens Pasta with Ricottan and Feta Cheese</a>, <a href=""https://spoonacular.com/recipes/golden-beet-beet-greens-pasta-with-ricotta-and-feta-cheese-1255139"">Golden Beet & Beet Greens Pasta with Ricottan and Feta Cheese</a>, and <a href=""https://spoonacular.com/recipes/golden-beet-and-beet-greens-soup-1255145"">Golden Beet and Beet Greens Soup</a> are very similar to this recipe.","2 tablespoons freshly squeezed lemon juice, 2 tablespoons white wine vinegar, 1 tablespoon finely minced shallot, 1/2 teaspoon honey, 1/4 teaspoon sumac, 1/4 cup extra-virgin olive oil, Salt and freshly ground black pepper to taste, 4 medium golden beets, 4 slices crusty multigrain bread, 4 slices crusty multigrain bread, 4 oranges, 1/4 cup sunflower seeds, 1/3 cup pistachios crushed, 1/3 cup chopped fresh parsley, 1 tablespoon chopped mint, 1 tablespoon sumac, salt and pepper to taste",4,70,"<p>Sumac Vinaigrette</p><ol><li>Combine all the dressing ingredients into a container and blend well. This can be made ahead of time to allow flavors to develop.</li></ol><p>Salad Prep</p><ol><li>Preheat oven to 400F. Wrap beets in foil and roast for about 1 hour until tender. Peel and dice.</li><li>Toast the bread slices, cut into cubes and set aside.</li><li>Peel the oranges and remove the white pith. Cut into segments.</li><li>Crush the pistachios.</li><li>Chop the parsley and mint.</li></ol><p>Salad Assembly</p><ol><li>Combine the beets, orange segments, sunflower seeds, herbs, and 1/2 tablespoon sumac in a large bowl.</li><li>Toss with half of the dressing. Add salt and pepper to taste.</li><li>If eating immediately, add the cubed bread and more dressing. Toss until the bread cubes are coated with dressing. You may have dressing left over.</li><li>Sprinkle the pistachios on top along with the remaining 1/2 tablespoon sumac, salt and pepper to taste.</li><li>If making this ahead of time, toss with the bread cubes right before serving.</li></ol>",https://spoonacular.com/recipeImages/1095740-556x370.jpg
659081,http://www.foodista.com/recipe/7N2GD5TZ/salmon-frittata,foodista.com,Salmon Frittata,"Salmon Frittata takes roughly  45 minutes  from beginning to end. This recipe makes 4 servings with  625 calories ,  66g of protein , and  34g of fat  each. For  $4.03 per serving , this recipe  covers 50%  of your daily requirements of vitamins and minerals. A mixture of salmon, spinach, basil, and a handful of other ingredients are all it takes to make this recipe so yummy. 2 people have tried and liked this recipe. It works well as a pretty expensive main course. It is brought to you by Foodista. It is a good option if you're following a  gluten free, primal, and pescatarian  diet. With a spoonacular  score of 86% , this dish is amazing. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/salmon-trilogy-part-iil-gravad-salmon-pasta-frittata-87350"">Salmon Trilogy (Part IIl): Gravad Salmon Pasta Frittata</a>, <a href=""https://spoonacular.com/recipes/salmon-frittata-1546931"">Salmon Frittata</a>, and <a href=""https://spoonacular.com/recipes/salmon-frittata-1223907"">Salmon Frittata</a>.","2 cans canned salmon, 1/4 teaspoon Cayenne pepper, 1 teaspoon Dried basil, 12 Eggs, beaten, 10 ounces Frozen chopped spinach thawed and drained, 1 pint Nonfat cottage cheese, 2 cups Shredded Swiss cheese",4,45,"<ol><li>Drain and flake salmon. </li><li>Spray 9 x 13-inch baking pan with non-stick vegetable coating. </li><li>Combine flaked salmon with remaining ingredients and pour into prepared baking pan. </li><li>Bake at 375 F for 30 minutes, or until frittata is set.</li></ol>",https://spoonacular.com/recipeImages/659081-556x370.jpg
635291,http://www.foodista.com/recipe/QDSTJYSM/blast-of-color-mexican-stuffed-bell-peppers,Foodista,Blast Of Color Mexican Stuffed Bell Peppers,"If you want to add more  gluten free  recipes to your recipe box, Blast Of Color Mexican Stuffed Bell Peppers might be a recipe you should try. This recipe makes 4 servings with  445 calories ,  43g of protein , and  13g of fat  each. For  $2.11 per serving , this recipe  covers 26%  of your daily requirements of vitamins and minerals. It works well as a rather cheap main course. 3 people have made this recipe and would make it again. This recipe from Foodista requires bell pepper, brown rice, cream, and cheddar cheese. From preparation to the plate, this recipe takes about  45 minutes . Only a few people really liked this Mexican dish. All things considered, we decided this recipe  deserves a spoonacular score of 86% . This score is excellent. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/blast-of-color-mexican-stuffed-bell-peppers-with-chicken-and-rice-531261"">Blast of Color Mexican Stuffed Bell Peppers with Chicken and Rice</a>, <a href=""https://spoonacular.com/recipes/mexican-stuffed-bell-peppers-723624"">Mexican Stuffed Bell Peppers</a>, and <a href=""https://spoonacular.com/recipes/mexican-stuffed-bell-peppers-1306649"">Mexican Stuffed Bell Peppers</a>.","4 large bell pepper, halved and seeded, 4 large bell pepper, halved and seeded, 1 cup black beans, rinsed and drained, 2 cups rotisserie chicken breast, chopped into small sized pieces, 2 tablespoons fire roasted diced green chile, 2 teaspoons chili seasoning, 1 cup brown rice, cooked according to package directions, 1 cup frozen corn kernels, crushed garlic, 4 tablespoons low fat cheddar cheese, shredded, 1/4 cup red onion, diced into small pieces, 1 large roma tomato, seeded and chopped, 4 tablespoons light sour cream",4,45,"<ol><li>Preheat oven to 400 degrees.</li><li>Combine rice, chicken, corn, tomato, onion, black beans, 1/2 cup cheese, garlic, green chile, and chili seasoning in a large bowl.</li><li>Line a baking dish with foil and spray with cooking spray.</li><li>Stuff bell peppers with chicken mixture by firmly pressing mixture into the pepper and mounding on top.</li><li>Top each pepper with 1/2 tablespoon of cheese.</li><li>Bake for 30  40 minutes until pepper is just tender.</li><li>Top with 1/2 tablespoon sour cream.</li></ol>",https://spoonacular.com/recipeImages/635291-556x370.jpg
663051,http://www.foodista.com/recipe/GQ7B47K8/tex-mex-tilapia-bowl,Foodista,Tex-Mex Tilapia Bowl,"The recipe Tex-Mex Tilapia Bowl can be made  in approximately 45 minutes . This recipe serves 4 and costs $4.3 per serving. One serving contains  783 calories ,  55g of protein , and  12g of fat . This recipe from Foodista requires salt and pepper, onion, tilapia, and flour. 5 people were glad they tried this recipe. It is a good option if you're following a  pescatarian  diet. It works well as a pretty expensive main course. Overall, this recipe earns a  spectacular spoonacular score of 93% . Similar recipes include <a href=""https://spoonacular.com/recipes/tex-mex-bowl-605805"">Tex Mex Bowl</a>, <a href=""https://spoonacular.com/recipes/tex-mex-rice-bowl-1329887"">Tex-Mex Rice Bowl</a>, and <a href=""https://spoonacular.com/recipes/tex-mex-rice-bowl-562498"">Tex-Mex Rice Bowl</a>.","2 Tbsp. chopped Cilantro leaves, 1 (14 oz) can Black Beans (or 1 lb. cooked black beans), 4 Tbsp. crumbled Cotija cheese, 1 tsp. cumin, 1/3 c. all-purpose flour, 1/2 c. chopped green bell pepper, 1/2 c. chopped onion, 1/2 c. chopped red, yellow, or orange bell pepper, 2 c. Mexican Rice, 1 c. Salsa, Salt and Pepper, 1 Tbsp. Taco Seasoning (try making your own), 4 Tilapia fillets, cut into bite-sized pieces, 1 Tbsp. vegetable oil",4,45,"<ol><li>Rinse the tilapia pieces and pat dry with a paper towel. Combing the flour, salt, pepper, and taco seasoning in a pie plate or shallow dish. Lightly dredge the tilapia pieces through the flour, shaking off any excess back into the dish. Set aside.</li><li>Heat 1 Tbsp. vegetable oil in a cast iron skillet over medium-high heat. Once hot, add the onion, bell peppers, and cumin to the pan and cook, stirring occasionally, until browned and tender crisp. Remove from the skillet and set aside.</li><li>Add another 1 Tbsp. vegetable oil to the pan. Once hot, add the tilapia pieces in a single layer and cook 2-3 minutes per side, until browned and cooked through (no longer translucent in the center).</li><li>Set out four bowls, and layer 1/4 of the ingredients in each bowl in the following order: Mexican rice, black beans, fajita veggies, tilapia, salsa, cotija cheese, and cilantro leaves.</li></ol>",https://spoonacular.com/recipeImages/663051-556x370.jpg
797177,http://www.afrolems.com/2016/08/08/corned-beef-cakes/,Afrolems,Corned Beef Cakes,"Corned Beef Cakes takes roughly  45 minutes  from beginning to end. This recipe makes 3 servings with  620 calories ,  27g of protein , and  20g of fat  each. For  $1.92 per serving , this recipe  covers 31%  of your daily requirements of vitamins and minerals. 32 people found this recipe to be yummy and satisfying. If you have breadcrumbs, chicken seasoning cubes, oil, and a few other ingredients on hand, you can make it. It is brought to you by Afrolems. All things considered, we decided this recipe  deserves a spoonacular score of 88% . This score is spectacular. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/corned-beef-119292"">Corned Beef</a>, <a href=""https://spoonacular.com/recipes/corned-beef-296797"">Corned Beef</a>, and <a href=""https://spoonacular.com/recipes/corned-beef-1377003"">Corned Beef</a>.","2 cups of Breadcrumbs, Chicken Seasoning cubes, 1 can of Corned Beef, 2 Eggs, 1/4 cup of Milk, Oil for deep frying, 1/2 bulb of Onion, 1 Tablespoon of Chopped Parsley, 2 Irish Potatoes, 1 Scotch bonnet Pepper, 1 Scotch bonnet Pepper",3,45,"Wash, peel and boil your potatoes with a pinch of chicken seasoningMash the potatoes and set aside.Mash the corned beef and combine the potatoes, add the chopped onions, parsley, chopped pepper, seasoning and set aside.Whisk the eggs with the milk and pour 3 tablespoons of the mix into the mashed corned beef and potato mix. Scoop a small portion of your mix and mould. Dip it in the egg mix and roll in the breadcrumbs and set aside.In a pan of hot oil, deep fry the corned beef cakes till golden brown. P:S – Place the cakes in gently and also take out gently as this is a softer cake and may crumble easily",https://spoonacular.com/recipeImages/797177-556x370.jpg
795749,http://www.pinkwhen.com/crispy-baked-green-bean-fries/,Pink When,Crispy Baked Green Bean Fries,"Crispy Baked Green Bean Fries could be just the  gluten free, dairy free, paleolithic, and lacto ovo vegetarian  recipe you've been looking for. This recipe makes 2 servings with  677 calories ,  32g of protein , and  49g of fat  each. For  $3.3 per serving , this recipe  covers 29%  of your daily requirements of vitamins and minerals. 48 people have made this recipe and would make it again. It works well as a rather pricey side dish. This recipe is typical of American cuisine. It is brought to you by Pink When. A mixture of almond meal, onion powder, green beans, and a handful of other ingredients are all it takes to make this recipe so delicious. From preparation to the plate, this recipe takes about  45 minutes . Taking all factors into account, this recipe  earns a spoonacular score of 83% , which is outstanding. Similar recipes include <a href=""https://spoonacular.com/recipes/crispy-baked-green-bean-fries-556194"">Crispy Baked Green Bean Fries</a>, <a href=""https://spoonacular.com/recipes/crispy-baked-green-bean-fries-with-creamy-sriracha-sauce-1211311"">Crispy Baked Green Bean Fries with Creamy Sriracha Sauce</a>, and <a href=""https://spoonacular.com/recipes/crispy-baked-green-bean-fries-with-creamy-sriracha-sauce-676654"">Crispy Baked Green Bean Fries with Creamy Sriracha Sauce</a>.","1 1/2 cups almond meal, 1 Tbsp black pepper, 1 tsp cayenne pepper, 3 eggs (lightly beaten), 1lb fresh green beans (snapped), 1 Tbsp garlic powder, 1 Tbsp onion powder",2,45,"Heat oven to 425. Prepare a cookie sheet, and then line the coated green beans onto the sheet. Bake in oven for 12-15 minutes, turning the beans, and then baking for another 5 minutes. (Start checking the coating after the first 12 minutes periodically to make sure that they are not burning.) Remove from oven when they have reached a lightly crisp golden brown color.Remove from oven and serve immediately. These are SO completely delicious!Arent these just amazing? (Trust me, they REALLY are!) If you are looking for even more healthy recipes, you can find them in the Simple Fit Forty Section of this site. If you want even more inspiration, make sure you are also following us on Instagram.",https://spoonacular.com/recipeImages/795749-556x370.jpg
1096237,https://www.foodista.com/recipe/ZGCDM2SD/classic-delicious-artichokes,Foodista,Classic Delicious Artichokes,"Classic Delicious Artichokes takes around  1 hour  from beginning to end. One portion of this dish contains roughly  16g of protein ,  17g of fat , and a total of  429 calories . For  $2.01 per serving , this recipe  covers 25%  of your daily requirements of vitamins and minerals. This recipe serves 4. This recipe is liked by 1 foodies and cooks. It works well as a main course. It is brought to you by Foodista. Head to the store and pick up olive oil, lemon wedge, pepper flakes, and a few other things to make it today. Overall, this recipe earns a  great spoonacular score of 86% . Similar recipes include <a href=""https://spoonacular.com/recipes/healthy-delicious-chicken-with-artichokes-and-capers-206911"">Healthy & Delicious: Chicken with Artichokes and Capers</a>, <a href=""https://spoonacular.com/recipes/classic-eggs-benedict-damn-delicious-1788627"">Classic Eggs Benedict – Damn Delicious</a>, and <a href=""https://spoonacular.com/recipes/bierocks-adapted-from-delicious-delicious-68431"">Bierocks (adapted From Delicious! Delicious!)</a>.","4 artichokes, 5 cloves garlic – chopped fine, ½ cup grated Parmesan cheese or Romano cheese, ½ cup Italian Parsley – chopped fine, ½ tsp. red pepper flakes, 2 cups Italian style bread crumbs, 3 tablespoons olive oil, 1 lemon wedge",4,60,"<ol><li>Bring the artichokes to a slow boil with the lemon wedge added. </li><li> Simmer on low until the leaves are tender; 15 -20 minutes.</li><li>Drain and let the artichokes cool. </li><li> When the artichokes are cooled pound them on the counter to open them up; then snip the tips of the leaves and the stems off.</li><li>Combine the cheese, garlic, bread crumbs, red pepper flakes and parsley in a bowl.</li><li>  Stuff the leaves of the artichokes and place in a baking dish; drizzle the tops with olive oil.</li><li>Preheat oven to 350 degrees.</li><li>Bake the artichokes 30-35 minutes. </li><li> Let cool a bit and serve.</li></ol>",https://spoonacular.com/recipeImages/1096237-556x370.jpg
648729,https://www.foodista.com/recipe/XM62FP2Y/kale-with-red-onion,Foodista,Kale With Red Onion,"Kale With Red Onion is a side dish that serves 8. One portion of this dish contains about  1g of protein ,  2g of fat , and a total of  25 calories . For  13 cents per serving , this recipe  covers 6%  of your daily requirements of vitamins and minerals. 1 person found this recipe to be scrumptious and satisfying. Head to the store and pick up kale, onion, garlic, and a few other things to make it today. It is a good option if you're following a  gluten free, dairy free, paleolithic, and lacto ovo vegetarian  diet. From preparation to the plate, this recipe takes approximately  45 minutes . It is brought to you by Foodista. Taking all factors into account, this recipe  earns a spoonacular score of 90% , which is excellent. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/kale-mushroom-and-red-onion-pizza-490561"">Kale, Mushroom and Red Onion Pizza</a>, <a href=""https://spoonacular.com/recipes/red-onion-kale-and-cheese-strata-14961"">Red Onion, Kale And Cheese Strata</a>, and <a href=""https://spoonacular.com/recipes/parsnip-red-onion-kale-and-gouda-frittata-15105"">Parsnip, Red Onion, Kale And Gouda Frittata</a>.","1 large bunch of kale, washed and trimmed, chopped into bite sized pieces, 1/2 red onion, sliced thinly, 1 Tbsp olive oil, 2 cloves garlic, minced",8,45,"In a cast iron pan, over medium low heat, heat olive oil, garlic and onion until vegetables are soft
Add washed, chopped kale (keeping water clinging to leaves to create steam)
Cover immediately and allow to steam for 3-5 minutes
Remove cover, stir and turn off heat
Serve with Balsamic vinegar",https://spoonacular.com/recipeImages/648729-556x370.jpg
661126,http://www.foodista.com/recipe/2F6R3J76/spicy-lump-crab-and-avocado-salad,Foodista,Spicy Lump Crab and Avocado Salad,"Spicy Lump Crab and Avocado Salad might be just the main course you are searching for. This recipe makes 4 servings with  503 calories ,  25g of protein , and  38g of fat  each. For  $6.05 per serving , this recipe  covers 39%  of your daily requirements of vitamins and minerals. This recipe from Foodista requires scallions, lump crabmeat, parsley, and worcestershire sauce. 3 people were glad they tried this recipe. From preparation to the plate, this recipe takes about  30 minutes . It is a good option if you're following a  gluten free, dairy free, whole 30, and pescatarian  diet. Overall, this recipe earns a  great spoonacular score of 86% . Similar recipes include <a href=""https://spoonacular.com/recipes/spicy-lump-crab-and-avocado-salad-1213627"">Spicy Lump Crab and Avocado Salad</a>, <a href=""https://spoonacular.com/recipes/avocado-and-lump-crab-salad-992752"">Avocado and Lump Crab Salad</a>, and <a href=""https://spoonacular.com/recipes/spicy-garlic-lump-crab-butternut-squash-pasta-with-feta-parsley-564036"">Spicy Garlic Lump Crab Butternut Squash Pasta with Feta & Parsley</a>.","4 avocados, 1/2 large red bell peppered, chopped, 1/2 large red bell peppered, chopped, 3 Tablespoons fresh parsley, chopped, 2 Tablespoons fresh lemon juice, 1 pound jumbo lump crabmeat, 3 Tablespoons mayonnaise, salt and pepper to taste, 2 scallions, chopped, 3 Tablespoons Sriracha chile sauce, 1 Tablespoon worcestershire sauce",4,30,"<ol><li>In a small bowl, combine the mayonnaise, chile sauce, worcestershire sauce, lemon juice, salt and pepper.  Stir to combine and set aside.</li><li>In a medium bowl, carefully toss together the crabmeat, scallions, bell pepper and parsley being careful to not break up the lumps of crab.  Lightly fold in the spicy sauce.</li><li>Slice the avocados in half and remove the pit.  Slice a small amount from the bottom of the avocado half so it will sit flat on a plate. Pour or brush the lemon juice over the entire cut surface of the avocado to avoid browning. (You can remove the avocado from the skin with a spoon and serve that way but be sure to cover the entire avocado flesh with lemon juice before serving.)</li><li>Place avocado halves on a plate and fill with the crab salad.  Serve immediately.</li><li>Note: The salad can be made a few hours in advance and chilled until ready to serve.</li></ol>",https://spoonacular.com/recipeImages/661126-556x370.jpg
